Problema,Tipo
paloma tiene 9 relojes y añade 65 relojes ¿Cuantos hay en total?,Suma
hay 14 pajaros en un arbol y se van volando 61 ¿Cuantos pajaros quedan?,Resta
Una azafata tiene 70 moviles y resta 41 moviles ¿Cuantos le queda?,Resta
paloma tiene 22 lapices y añade 78 lapices ¿Cuantos hay al final ?,Suma
un perro tiene 94 unidades y le dan 79 unidades ¿Cuantos tienen entre los dos?,Suma
hay 9 niños en clase y se van 42 ¿Cuantos niños quedan?,Resta
Una azafata tiene 81 lapices y resta 58 lapices ¿Cuanto queda?,Resta
un albañil tiene 100 animales y resta 66 animales ¿Cuantos tiene al final?,Resta
un albañil tiene 8 piedras y le entregan 8 piedras ¿Cuantos tienen entre los dos?,Suma
una actriz tiene 76 mesas y añade 9 mesas ¿Cuantos hay en total?,Suma
programador tiene 81 pajaros y añade 82 pajaros ¿Cuantos hay en total?,Suma
hay 52 tortillas en una mesa y se comen 11 ¿Cuantos tortillas quedan?,Resta
un cirujano tiene 66 teles y incluye 26 teles ¿Cuantos hay en total?,Suma
cirujano tiene 92 coches y le dan 25 coches ¿Cuantos hay al final ?,Suma
ingeniero tiene 70 relojes y le dan 88 relojes ¿Cuantos tienen entre los dos?,Suma
hay 36 tortillas en una mesa y se comen 43 ¿Cuantos tortillas quedan?,Resta
hay 48 niños en clase y se van 43 ¿Cuantos niños quedan?,Resta
hay 19 niños en clase y se van 61 ¿Cuantos niños quedan?,Resta
piloto tiene 16 coches y le entregan 21 coches ¿Cuantos hay en total?,Suma
jose tiene 37 teles y le extraen 17 teles ¿Cuanto queda?,Resta
un obrero tiene 76 balones y suma 80 balones ¿Cuantos hay al final ?,Suma
un policia tiene 59 sillas y suma 35 sillas ¿Cuantos hay en total?,Suma
Federico tiene 86 manzanas y Celeste tiene 69 melocotones ¿Cuantos frutas hay en total?,Suma
hay 89 niños en clase y se van 9 ¿Cuantos niños quedan?,Resta
Pablo tiene 36 melocotones y Gustavo tiene 89 melocotones ¿Cuantos frutas hay en total?,Suma
cirujano tiene 22 sillas y suma 85 sillas ¿Cuantos tienen entre los dos?,Suma
profesor tiene 66 coches y añade 46 coches ¿Cuantos tienen entre los dos?,Suma
piloto tiene 70 unidades y excluye 9 unidades ¿Cuantos le queda?,Resta
hay 57 pajaros en un arbol y se van volando 88 ¿Cuantos pajaros quedan?,Resta
Gustavo tiene 91 toronjas y Lucas tiene 3 papayas ¿Cuantos frutas hay en total?,Suma
programador tiene 9 sillas y le dan 1 sillas ¿Cuantos hay en total?,Suma
una actriz tiene 96 relojes y le quitan 7 relojes ¿Cuantos tiene al final?,Resta
Cesar tiene 5 balones de rugby y Lorena tiene 59 balones de rugby ¿Cuantos balones hay en total?,Suma
un obrero tiene 94 unidades y resta 61 unidades ¿Cuantos tiene al final?,Resta
Lorena tiene 12 melocotones y Federico tiene 55 manzanas ¿Cuantos frutas hay en total?,Suma
piloto tiene 87 relojes y excluye 29 relojes ¿Cuanto queda?,Resta
perro tiene 99 piedras y le quitan 65 piedras ¿Cuantos tiene al final?,Resta
hay 71 tortillas en una mesa y se comen 44 ¿Cuantos tortillas quedan?,Resta
un actor tiene 62 piedras y suma 39 piedras ¿Cuantos hay en total?,Suma
fontanero tiene 76 piedras y le entregan 57 piedras ¿Cuantos tienen entre los dos?,Suma
hay 50 pajaros en un arbol y se van volando 49 ¿Cuantos pajaros quedan?,Resta
un albañil tiene 84 frutas y suma 99 frutas ¿Cuantos tienen entre los dos?,Suma
Una azafata tiene 34 unidades y le entregan 21 unidades ¿Cuantos hay en total?,Suma
Francisco tiene 23 uvas y Lorena tiene 100 papayas ¿Cuantos frutas hay en total?,Suma
paloma tiene 74 frutas y suma 62 frutas ¿Cuantos tienen entre los dos?,Suma
profesor tiene 41 relojes y le extraen 11 relojes ¿Cuantos le queda?,Resta
un perro tiene 73 canicas y le dan 86 canicas ¿Cuantos hay al final ?,Suma
un albañil tiene 81 piedras y excluye 12 piedras ¿Cuantos tiene al final?,Resta
un camarero tiene 82 pajaros y suma 53 pajaros ¿Cuantos hay al final ?,Suma
Una azafata tiene 39 pajaros y le entregan 76 pajaros ¿Cuantos hay en total?,Suma
Cesar tiene 88 balones de voley y Juan tiene 74 balones de tenis ¿Cuantos balones hay en total?,Suma
Cesar tiene 61 sandias y Lorena tiene 62 uvas ¿Cuantos frutas hay en total?,Suma
pablito  tiene 75 animales y le entregan 87 animales ¿Cuantos tienen entre los dos?,Suma
medico tiene 78 sillas y suma 43 sillas ¿Cuantos hay al final ?,Suma
hay 48 tortillas en una mesa y se comen 92 ¿Cuantos tortillas quedan?,Resta
hay 33 niños en clase y se van 47 ¿Cuantos niños quedan?,Resta
hay 53 pajaros en un arbol y se van volando 34 ¿Cuantos pajaros quedan?,Resta
Juan tiene 53 balones de futbol y Ana tiene 19 balones de futbol ¿Cuantos balones hay en total?,Suma
hay 7 pajaros en un arbol y se van volando 13 ¿Cuantos pajaros quedan?,Resta
Una azafata tiene 21 piedras y le entregan 98 piedras ¿Cuantos hay en total?,Suma
un perro tiene 55 piedras y añade 20 piedras ¿Cuantos tienen entre los dos?,Suma
Juan tiene 22 uvas y Julio tiene 17 toronjas ¿Cuantos frutas hay en total?,Suma
un bombero tiene 32 animales y incluye 79 animales ¿Cuantos hay al final ?,Suma
Lucas tiene 69 balones de futbol y Federico tiene 68 balones de rugby ¿Cuantos balones hay en total?,Suma
Lucas tiene 45 balones de basquet y Pablo tiene 84 balones de voley ¿Cuantos balones hay en total?,Suma
un policia tiene 36 sillas y excluye 30 sillas ¿Cuanto queda?,Resta
un profesor tiene 97 pajaros y añade 45 pajaros ¿Cuantos tienen entre los dos?,Suma
Un carpitero tiene 67 frutas y suma 23 frutas ¿Cuantos tienen entre los dos?,Suma
Enrique tiene 85 piedras y le extraen 82 piedras ¿Cuantos le queda?,Resta
jose tiene 2 sillas y le dan 19 sillas ¿Cuantos tienen entre los dos?,Suma
hay 56 niños en clase y se van 8 ¿Cuantos niños quedan?,Resta
un policia tiene 57 relojes y le extraen 6 relojes ¿Cuantos le queda?,Resta
Lorena tiene 56 balones de voley y Lucas tiene 8 balones de tenis ¿Cuantos balones hay en total?,Suma
hay 70 niños en clase y se van 74 ¿Cuantos niños quedan?,Resta
un bombero tiene 8 sillas y añade 3 sillas ¿Cuantos hay al final ?,Suma
Enrique tiene 13 balones y le entregan 38 balones ¿Cuantos hay al final ?,Suma
hay 66 niños en clase y se van 51 ¿Cuantos niños quedan?,Resta
Federico tiene 7 balones de voley y Cesar tiene 42 balones de basquet ¿Cuantos balones hay en total?,Suma
hay 31 niños en clase y se van 80 ¿Cuantos niños quedan?,Resta
una actriz tiene 90 sillas y le extraen 15 sillas ¿Cuanto queda?,Resta
Ana tiene 73 platano y Celeste tiene 13 papayas ¿Cuantos frutas hay en total?,Suma
hay 8 niños en clase y se van 37 ¿Cuantos niños quedan?,Resta
hay 94 niños en clase y se van 72 ¿Cuantos niños quedan?,Resta
programador tiene 37 balones y le dan 92 balones ¿Cuantos hay en total?,Suma
un obrero tiene 29 teles y resta 12 teles ¿Cuantos le queda?,Resta
fontanero tiene 78 balones y le extraen 76 balones ¿Cuantos tiene al final?,Resta
un profesor tiene 95 coches y le dan 67 coches ¿Cuantos hay al final ?,Suma
Pedro tiene 24 manzanas y Gustavo tiene 95 uvas ¿Cuantos frutas hay en total?,Suma
cirujano tiene 48 sillas y con una diferencia 15 sillas ¿Cuanto queda?,Resta
cirujano tiene 56 carteras y le entregan 7 carteras ¿Cuantos hay en total?,Suma
un policia tiene 99 lapices y suma 61 lapices ¿Cuantos tienen entre los dos?,Suma
cirujano tiene 85 piedras y con una diferencia 2 piedras ¿Cuantos le queda?,Resta
hay 44 niños en clase y se van 49 ¿Cuantos niños quedan?,Resta
hay 28 pajaros en un arbol y se van volando 92 ¿Cuantos pajaros quedan?,Resta
Enrique tiene 66 unidades y excluye 24 unidades ¿Cuantos tiene al final?,Resta
Enrique tiene 43 carteras y incluye 44 carteras ¿Cuantos tienen entre los dos?,Suma
un policia tiene 97 lapices y con una diferencia 55 lapices ¿Cuanto queda?,Resta
hay 59 niños en clase y se van 70 ¿Cuantos niños quedan?,Resta
un policia tiene 82 mesas y incluye 8 mesas ¿Cuantos hay al final ?,Suma
Francisco tiene 40 balones de futbol y Lorena tiene 56 balones de tenis ¿Cuantos balones hay en total?,Suma
un mecanico tiene 7 balones y incluye 89 balones ¿Cuantos tienen entre los dos?,Suma
Julio tiene 31 manzanas y Roberto tiene 71 platano ¿Cuantos frutas hay en total?,Suma
un perro tiene 62 animales y le extraen 39 animales ¿Cuantos tiene al final?,Resta
un albañil tiene 68 teles y le extraen 4 teles ¿Cuantos tiene al final?,Resta
hay 34 pajaros en un arbol y se van volando 27 ¿Cuantos pajaros quedan?,Resta
un obrero tiene 80 sillas y le extraen 7 sillas ¿Cuanto queda?,Resta
Cesar tiene 63 melocotones y Juan tiene 48 manzanas ¿Cuantos frutas hay en total?,Suma
hay 41 pajaros en un arbol y se van volando 14 ¿Cuantos pajaros quedan?,Resta
un mecanico tiene 99 mesas y resta 99 mesas ¿Cuantos le queda?,Resta
fontanero tiene 53 balones y suma 58 balones ¿Cuantos tienen entre los dos?,Suma
Pablo tiene 20 manzanas y Lorena tiene 29 toronjas ¿Cuantos frutas hay en total?,Suma
un obrero tiene 61 canicas y le extraen 13 canicas ¿Cuantos le queda?,Resta
Federico tiene 32 balones de basquet y Julio tiene 11 balones de rugby ¿Cuantos balones hay en total?,Suma
ingeniero tiene 30 balones y le entregan 97 balones ¿Cuantos hay en total?,Suma
hay 66 pajaros en un arbol y se van volando 2 ¿Cuantos pajaros quedan?,Resta
Una azafata tiene 41 piedras y resta 9 piedras ¿Cuantos le queda?,Resta
Cesar tiene 92 ciruela y Juan tiene 27 uvas ¿Cuantos frutas hay en total?,Suma
un perro tiene 94 pajaros y añade 28 pajaros ¿Cuantos hay al final ?,Suma
un policia tiene 80 canicas y le extraen 74 canicas ¿Cuantos le queda?,Resta
pablito  tiene 66 pajaros y le extraen 9 pajaros ¿Cuanto queda?,Resta
un profesor tiene 27 animales y le quitan 8 animales ¿Cuantos tiene al final?,Resta
un perro tiene 89 canicas y le dan 3 canicas ¿Cuantos tienen entre los dos?,Suma
Cesar tiene 61 sandias y Lorena tiene 79 papayas ¿Cuantos frutas hay en total?,Suma
Ana tiene 68 uvas y Gustavo tiene 45 toronjas ¿Cuantos frutas hay en total?,Suma
un profesor tiene 76 teles y suma 13 teles ¿Cuantos hay al final ?,Suma
Juan tiene 61 peras y Pedro tiene 71 ciruela ¿Cuantos frutas hay en total?,Suma
Francisco tiene 48 peras y Federico tiene 64 melocotones ¿Cuantos frutas hay en total?,Suma
hay 84 niños en clase y se van 77 ¿Cuantos niños quedan?,Resta
Francisco tiene 84 toronjas y Gustavo tiene 77 ciruela ¿Cuantos frutas hay en total?,Suma
hay 62 niños en clase y se van 18 ¿Cuantos niños quedan?,Resta
Lorena tiene 66 balones de rugby y Pablo tiene 44 balones de futbol ¿Cuantos balones hay en total?,Suma
piloto tiene 51 balones y le entregan 48 balones ¿Cuantos hay al final ?,Suma
hay 7 niños en clase y se van 83 ¿Cuantos niños quedan?,Resta
hay 94 niños en clase y se van 23 ¿Cuantos niños quedan?,Resta
hay 90 tortillas en una mesa y se comen 5 ¿Cuantos tortillas quedan?,Resta
Cesar tiene 93 balones de voley y Juan tiene 26 balones de futbol ¿Cuantos balones hay en total?,Suma
Federico tiene 20 balones de voley y Cesar tiene 24 balones de tenis ¿Cuantos balones hay en total?,Suma
hay 35 pajaros en un arbol y se van volando 82 ¿Cuantos pajaros quedan?,Resta
hay 22 pajaros en un arbol y se van volando 75 ¿Cuantos pajaros quedan?,Resta
Enrique tiene 79 coches y excluye 43 coches ¿Cuantos tiene al final?,Resta
ingeniero tiene 12 teles y le dan 12 teles ¿Cuantos hay en total?,Suma
Cesar tiene 82 coco y Lorena tiene 68 platano ¿Cuantos frutas hay en total?,Suma
perro tiene 26 canicas y le quitan 15 canicas ¿Cuantos tiene al final?,Resta
un albañil tiene 91 lapices y le entregan 98 lapices ¿Cuantos tienen entre los dos?,Suma
hay 97 tortillas en una mesa y se comen 49 ¿Cuantos tortillas quedan?,Resta
fontanero tiene 40 mesas y le quitan 21 mesas ¿Cuantos tiene al final?,Resta
Juan tiene 90 balones de basquet y Lucas tiene 26 balones de tenis ¿Cuantos balones hay en total?,Suma
fontanero tiene 75 unidades y excluye 44 unidades ¿Cuanto queda?,Resta
Francisco tiene 42 balones de voley y Cesar tiene 94 balones de basquet ¿Cuantos balones hay en total?,Suma
hay 8 pajaros en un arbol y se van volando 2 ¿Cuantos pajaros quedan?,Resta
un obrero tiene 59 animales y le quitan 47 animales ¿Cuanto queda?,Resta
un cirujano tiene 10 mesas y añade 37 mesas ¿Cuantos tienen entre los dos?,Suma
Federico tiene 3 balones de tenis y Roberto tiene 46 balones de rugby ¿Cuantos balones hay en total?,Suma
paloma tiene 20 piedras y le dan 81 piedras ¿Cuantos hay al final ?,Suma
medico tiene 49 carteras y resta 12 carteras ¿Cuanto queda?,Resta
pablito  tiene 17 unidades y le extraen 9 unidades ¿Cuantos le queda?,Resta
hay 39 tortillas en una mesa y se comen 99 ¿Cuantos tortillas quedan?,Resta
hay 76 pajaros en un arbol y se van volando 38 ¿Cuantos pajaros quedan?,Resta
hay 94 pajaros en un arbol y se van volando 46 ¿Cuantos pajaros quedan?,Resta
una actriz tiene 86 relojes y excluye 19 relojes ¿Cuantos le queda?,Resta
Juan tiene 22 manzanas y Pedro tiene 82 ciruela ¿Cuantos frutas hay en total?,Suma
medico tiene 88 pajaros y le dan 73 pajaros ¿Cuantos hay al final ?,Suma
hay 93 niños en clase y se van 23 ¿Cuantos niños quedan?,Resta
cirujano tiene 92 sillas y añade 92 sillas ¿Cuantos hay en total?,Suma
hay 1 niños en clase y se van 90 ¿Cuantos niños quedan?,Resta
Una azafata tiene 64 sillas y añade 8 sillas ¿Cuantos hay en total?,Suma
jose tiene 8 lapices y incluye 6 lapices ¿Cuantos hay en total?,Suma
Cesar tiene 1 manzanas y Celeste tiene 62 uvas ¿Cuantos frutas hay en total?,Suma
Julio tiene 84 balones de voley y Federico tiene 34 balones de basquet ¿Cuantos balones hay en total?,Suma
un mecanico tiene 97 unidades y resta 46 unidades ¿Cuanto queda?,Resta
hay 8 niños en clase y se van 3 ¿Cuantos niños quedan?,Resta
Julio tiene 21 balones de tenis y Lucas tiene 52 balones de voley ¿Cuantos balones hay en total?,Suma
un camarero tiene 6 lapices y le entregan 39 lapices ¿Cuantos hay al final ?,Suma
cirujano tiene 40 canicas y suma 36 canicas ¿Cuantos tienen entre los dos?,Suma
Lorena tiene 70 platano y Roberto tiene 80 ciruela ¿Cuantos frutas hay en total?,Suma
Juan tiene 31 sandias y Ana tiene 43 ciruela ¿Cuantos frutas hay en total?,Suma
un camarero tiene 95 lapices y excluye 1 lapices ¿Cuantos le queda?,Resta
piloto tiene 59 balones y con una diferencia 9 balones ¿Cuantos tiene al final?,Resta
hay 2 niños en clase y se van 36 ¿Cuantos niños quedan?,Resta
Celeste tiene 13 sandias y Lorena tiene 47 coco ¿Cuantos frutas hay en total?,Suma
un camarero tiene 81 mesas y le entregan 75 mesas ¿Cuantos tienen entre los dos?,Suma
un bombero tiene 87 animales y incluye 54 animales ¿Cuantos hay en total?,Suma
un camarero tiene 31 mesas y le entregan 39 mesas ¿Cuantos hay en total?,Suma
un cirujano tiene 55 teles y excluye 1 teles ¿Cuanto queda?,Resta
hay 22 tortillas en una mesa y se comen 73 ¿Cuantos tortillas quedan?,Resta
Enrique tiene 49 unidades y con una diferencia 31 unidades ¿Cuanto queda?,Resta
un mecanico tiene 52 sillas y resta 43 sillas ¿Cuantos tiene al final?,Resta
un profesor tiene 85 sillas y excluye 7 sillas ¿Cuantos le queda?,Resta
un cirujano tiene 42 pajaros y le extraen 30 pajaros ¿Cuantos tiene al final?,Resta
Francisco tiene 69 papayas y Celeste tiene 15 ciruela ¿Cuantos frutas hay en total?,Suma
programador tiene 53 carteras y excluye 18 carteras ¿Cuantos tiene al final?,Resta
hay 1 tortillas en una mesa y se comen 17 ¿Cuantos tortillas quedan?,Resta
jose tiene 48 unidades y le quitan 38 unidades ¿Cuanto queda?,Resta
jose tiene 59 lapices y incluye 48 lapices ¿Cuantos hay en total?,Suma
cirujano tiene 45 piedras y suma 54 piedras ¿Cuantos hay en total?,Suma
jose tiene 10 teles y añade 46 teles ¿Cuantos hay al final ?,Suma
pablito  tiene 37 unidades y le entregan 32 unidades ¿Cuantos hay en total?,Suma
Francisco tiene 31 toronjas y Julio tiene 33 manzanas ¿Cuantos frutas hay en total?,Suma
Pedro tiene 85 peras y Ana tiene 64 sandias ¿Cuantos frutas hay en total?,Suma
hay 8 niños en clase y se van 78 ¿Cuantos niños quedan?,Resta
una actriz tiene 57 carteras y con una diferencia 52 carteras ¿Cuanto queda?,Resta
Julio tiene 91 balones de voley y Juan tiene 79 balones de futbol ¿Cuantos balones hay en total?,Suma
Celeste tiene 22 balones de voley y Lorena tiene 81 balones de futbol ¿Cuantos balones hay en total?,Suma
un cirujano tiene 53 lapices y suma 75 lapices ¿Cuantos tienen entre los dos?,Suma
hay 49 tortillas en una mesa y se comen 70 ¿Cuantos tortillas quedan?,Resta
hay 98 pajaros en un arbol y se van volando 51 ¿Cuantos pajaros quedan?,Resta
Una azafata tiene 84 piedras y excluye 81 piedras ¿Cuantos le queda?,Resta
Lorena tiene 39 uvas y Julio tiene 83 manzanas ¿Cuantos frutas hay en total?,Suma
Cesar tiene 47 balones de voley y Pablo tiene 51 balones de tenis ¿Cuantos balones hay en total?,Suma
hay 65 pajaros en un arbol y se van volando 64 ¿Cuantos pajaros quedan?,Resta
profesor tiene 78 pajaros y excluye 45 pajaros ¿Cuantos le queda?,Resta
Ana tiene 61 balones de tenis y Cesar tiene 18 balones de futbol ¿Cuantos balones hay en total?,Suma
profesor tiene 74 mesas y con una diferencia 71 mesas ¿Cuantos tiene al final?,Resta
fontanero tiene 94 moviles y resta 42 moviles ¿Cuantos tiene al final?,Resta
hay 83 tortillas en una mesa y se comen 56 ¿Cuantos tortillas quedan?,Resta
Celeste tiene 99 balones de futbol y Roberto tiene 25 balones de voley ¿Cuantos balones hay en total?,Suma
Cesar tiene 54 balones de futbol y Roberto tiene 62 balones de futbol ¿Cuantos balones hay en total?,Suma
profesor tiene 48 carteras y le extraen 3 carteras ¿Cuantos tiene al final?,Resta
un mecanico tiene 26 sillas y suma 90 sillas ¿Cuantos hay en total?,Suma
hay 58 niños en clase y se van 58 ¿Cuantos niños quedan?,Resta
un bombero tiene 41 animales y le entregan 14 animales ¿Cuantos tienen entre los dos?,Suma
hay 69 niños en clase y se van 22 ¿Cuantos niños quedan?,Resta
fontanero tiene 42 moviles y resta 36 moviles ¿Cuantos le queda?,Resta
hay 17 tortillas en una mesa y se comen 88 ¿Cuantos tortillas quedan?,Resta
Federico tiene 43 peras y Ana tiene 38 sandias ¿Cuantos frutas hay en total?,Suma
hay 4 niños en clase y se van 83 ¿Cuantos niños quedan?,Resta
profesor tiene 73 animales y le quitan 55 animales ¿Cuantos tiene al final?,Resta
Pablo tiene 72 balones de voley y Pedro tiene 93 balones de basquet ¿Cuantos balones hay en total?,Suma
hay 85 niños en clase y se van 86 ¿Cuantos niños quedan?,Resta
Pablo tiene 69 balones de rugby y Lorena tiene 22 balones de tenis ¿Cuantos balones hay en total?,Suma
Lorena tiene 40 balones de tenis y Ana tiene 58 balones de basquet ¿Cuantos balones hay en total?,Suma
Lucas tiene 37 balones de rugby y Ana tiene 63 balones de rugby ¿Cuantos balones hay en total?,Suma
hay 9 niños en clase y se van 74 ¿Cuantos niños quedan?,Resta
hay 64 tortillas en una mesa y se comen 24 ¿Cuantos tortillas quedan?,Resta
un obrero tiene 48 frutas y le entregan 72 frutas ¿Cuantos tienen entre los dos?,Suma
Federico tiene 82 balones de rugby y Francisco tiene 51 balones de tenis ¿Cuantos balones hay en total?,Suma
un albañil tiene 95 frutas y le entregan 12 frutas ¿Cuantos hay en total?,Suma
Una azafata tiene 94 coches y resta 43 coches ¿Cuanto queda?,Resta
Ana tiene 97 coco y Gustavo tiene 93 ciruela ¿Cuantos frutas hay en total?,Suma
programador tiene 25 teles y resta 8 teles ¿Cuantos le queda?,Resta
hay 48 tortillas en una mesa y se comen 10 ¿Cuantos tortillas quedan?,Resta
profesor tiene 78 pajaros y con una diferencia 7 pajaros ¿Cuantos le queda?,Resta
hay 39 pajaros en un arbol y se van volando 89 ¿Cuantos pajaros quedan?,Resta
paloma tiene 56 relojes y le dan 23 relojes ¿Cuantos hay al final ?,Suma
hay 60 niños en clase y se van 20 ¿Cuantos niños quedan?,Resta
hay 21 tortillas en una mesa y se comen 18 ¿Cuantos tortillas quedan?,Resta
profesor tiene 83 relojes y excluye 31 relojes ¿Cuantos le queda?,Resta
Cesar tiene 50 peras y Roberto tiene 66 toronjas ¿Cuantos frutas hay en total?,Suma
un obrero tiene 64 balones y le entregan 84 balones ¿Cuantos hay al final ?,Suma
Federico tiene 5 uvas y Lorena tiene 33 peras ¿Cuantos frutas hay en total?,Suma
Juan tiene 92 balones de rugby y Ana tiene 5 balones de basquet ¿Cuantos balones hay en total?,Suma
Julio tiene 41 balones de tenis y Juan tiene 66 balones de basquet ¿Cuantos balones hay en total?,Suma
Lorena tiene 11 melocotones y Julio tiene 15 sandias ¿Cuantos frutas hay en total?,Suma
profesor tiene 90 frutas y resta 83 frutas ¿Cuanto queda?,Resta
ingeniero tiene 83 mesas y añade 94 mesas ¿Cuantos hay en total?,Suma
Lucas tiene 6 papayas y Roberto tiene 59 peras ¿Cuantos frutas hay en total?,Suma
Pablo tiene 78 coco y Federico tiene 62 manzanas ¿Cuantos frutas hay en total?,Suma
paloma tiene 18 piedras y incluye 57 piedras ¿Cuantos tienen entre los dos?,Suma
un obrero tiene 45 sillas y le dan 35 sillas ¿Cuantos tienen entre los dos?,Suma
Pablo tiene 71 uvas y Pedro tiene 30 papayas ¿Cuantos frutas hay en total?,Suma
un perro tiene 35 animales y le dan 46 animales ¿Cuantos tienen entre los dos?,Suma
un albañil tiene 96 canicas y le extraen 76 canicas ¿Cuantos tiene al final?,Resta
un actor tiene 95 canicas y le dan 64 canicas ¿Cuantos hay al final ?,Suma
un profesor tiene 88 coches y excluye 5 coches ¿Cuantos tiene al final?,Resta
un mecanico tiene 18 unidades y incluye 18 unidades ¿Cuantos hay en total?,Suma
ingeniero tiene 62 canicas y le entregan 21 canicas ¿Cuantos hay en total?,Suma
Lorena tiene 26 balones de basquet y Juan tiene 51 balones de futbol ¿Cuantos balones hay en total?,Suma
un camarero tiene 83 unidades y le dan 68 unidades ¿Cuantos hay al final ?,Suma
Un carpitero tiene 56 sillas y le dan 80 sillas ¿Cuantos tienen entre los dos?,Suma
hay 89 niños en clase y se van 13 ¿Cuantos niños quedan?,Resta
fontanero tiene 52 coches y le dan 88 coches ¿Cuantos tienen entre los dos?,Suma
programador tiene 2 sillas y le dan 7 sillas ¿Cuantos tienen entre los dos?,Suma
Celeste tiene 66 balones de futbol y Juan tiene 68 balones de tenis ¿Cuantos balones hay en total?,Suma
hay 73 niños en clase y se van 9 ¿Cuantos niños quedan?,Resta
hay 41 niños en clase y se van 8 ¿Cuantos niños quedan?,Resta
pablito  tiene 94 mesas y le quitan 91 mesas ¿Cuantos tiene al final?,Resta
Federico tiene 7 uvas y Gustavo tiene 76 coco ¿Cuantos frutas hay en total?,Suma
Juan tiene 75 manzanas y Lucas tiene 2 peras ¿Cuantos frutas hay en total?,Suma
piloto tiene 7 moviles y suma 2 moviles ¿Cuantos tienen entre los dos?,Suma
un camarero tiene 97 sillas y excluye 75 sillas ¿Cuanto queda?,Resta
Ana tiene 14 toronjas y Federico tiene 15 sandias ¿Cuantos frutas hay en total?,Suma
fontanero tiene 67 mesas y suma 49 mesas ¿Cuantos hay en total?,Suma
Cesar tiene 15 balones de futbol y Lorena tiene 48 balones de voley ¿Cuantos balones hay en total?,Suma
un perro tiene 7 sillas y añade 4 sillas ¿Cuantos hay al final ?,Suma
pablito  tiene 40 canicas y incluye 87 canicas ¿Cuantos tienen entre los dos?,Suma
hay 56 tortillas en una mesa y se comen 88 ¿Cuantos tortillas quedan?,Resta
un bombero tiene 43 sillas y suma 53 sillas ¿Cuantos tienen entre los dos?,Suma
un cirujano tiene 37 pajaros y con una diferencia 21 pajaros ¿Cuantos le queda?,Resta
un actor tiene 99 animales y excluye 20 animales ¿Cuanto queda?,Resta
un profesor tiene 74 lapices y le quitan 24 lapices ¿Cuantos le queda?,Resta
Roberto tiene 35 sandias y Juan tiene 38 papayas ¿Cuantos frutas hay en total?,Suma
un cirujano tiene 3 piedras y añade 47 piedras ¿Cuantos hay al final ?,Suma
Lucas tiene 35 toronjas y Gustavo tiene 29 ciruela ¿Cuantos frutas hay en total?,Suma
Lorena tiene 32 balones de basquet y Julio tiene 81 balones de tenis ¿Cuantos balones hay en total?,Suma
un perro tiene 91 animales y le entregan 78 animales ¿Cuantos tienen entre los dos?,Suma
Lucas tiene 4 balones de voley y Julio tiene 11 balones de basquet ¿Cuantos balones hay en total?,Suma
cirujano tiene 91 balones y le extraen 56 balones ¿Cuantos le queda?,Resta
Pablo tiene 46 papayas y Pedro tiene 25 toronjas ¿Cuantos frutas hay en total?,Suma
un actor tiene 96 sillas y añade 35 sillas ¿Cuantos hay al final ?,Suma
Ana tiene 12 balones de futbol y Francisco tiene 21 balones de rugby ¿Cuantos balones hay en total?,Suma
hay 34 pajaros en un arbol y se van volando 71 ¿Cuantos pajaros quedan?,Resta
un obrero tiene 67 piedras y le dan 38 piedras ¿Cuantos tienen entre los dos?,Suma
Lorena tiene 26 balones de futbol y Gustavo tiene 77 balones de voley ¿Cuantos balones hay en total?,Suma
hay 87 tortillas en una mesa y se comen 21 ¿Cuantos tortillas quedan?,Resta
ingeniero tiene 31 mesas y añade 77 mesas ¿Cuantos hay al final ?,Suma
profesor tiene 92 lapices y excluye 20 lapices ¿Cuantos le queda?,Resta
cirujano tiene 19 relojes y le dan 57 relojes ¿Cuantos hay al final ?,Suma
un mecanico tiene 35 carteras y suma 98 carteras ¿Cuantos tienen entre los dos?,Suma
Lorena tiene 32 balones de voley y Ana tiene 64 balones de basquet ¿Cuantos balones hay en total?,Suma
hay 49 tortillas en una mesa y se comen 21 ¿Cuantos tortillas quedan?,Resta
fontanero tiene 82 canicas y suma 44 canicas ¿Cuantos tienen entre los dos?,Suma
hay 23 pajaros en un arbol y se van volando 63 ¿Cuantos pajaros quedan?,Resta
Un carpitero tiene 83 unidades y suma 74 unidades ¿Cuantos hay en total?,Suma
un perro tiene 85 piedras y le quitan 84 piedras ¿Cuantos tiene al final?,Resta
hay 32 tortillas en una mesa y se comen 20 ¿Cuantos tortillas quedan?,Resta
perro tiene 78 unidades y añade 57 unidades ¿Cuantos hay en total?,Suma
ingeniero tiene 6 pajaros y le dan 20 pajaros ¿Cuantos tienen entre los dos?,Suma
hay 18 niños en clase y se van 48 ¿Cuantos niños quedan?,Resta
hay 38 tortillas en una mesa y se comen 84 ¿Cuantos tortillas quedan?,Resta
un perro tiene 69 unidades y incluye 72 unidades ¿Cuantos hay en total?,Suma
hay 76 niños en clase y se van 59 ¿Cuantos niños quedan?,Resta
Enrique tiene 64 teles y le quitan 31 teles ¿Cuantos tiene al final?,Resta
perro tiene 45 canicas y excluye 19 canicas ¿Cuanto queda?,Resta
Enrique tiene 96 lapices y resta 88 lapices ¿Cuantos le queda?,Resta
un perro tiene 25 animales y resta 4 animales ¿Cuanto queda?,Resta
un mecanico tiene 86 coches y le extraen 40 coches ¿Cuanto queda?,Resta
