Problema,Tipo
Pedro tiene 8 balones de basquet y Roberto tiene 20 balones de rugby ¿Cuantos balones hay en total?,Suma
hay 88 pajaros en un arbol y se van volando 3 ¿Cuantos pajaros quedan?,Resta
una actriz tiene 69 pajaros y le dan 59 pajaros ¿Cuantos hay en total?,Suma
jose tiene 73 pajaros y incluye 57 pajaros ¿Cuantos hay en total?,Suma
hay 84 pajaros en un arbol y se van volando 36 ¿Cuantos pajaros quedan?,Resta
jose tiene 10 piedras y suma 32 piedras ¿Cuantos hay en total?,Suma
Francisco tiene 13 balones de tenis y Julio tiene 8 balones de tenis ¿Cuantos balones hay en total?,Suma
hay 96 pajaros en un arbol y se van volando 1 ¿Cuantos pajaros quedan?,Resta
Roberto tiene 27 papayas y Cesar tiene 17 uvas ¿Cuantos frutas hay en total?,Suma
una actriz tiene 39 frutas y le extraen 34 frutas ¿Cuantos le queda?,Resta
hay 38 tortillas en una mesa y se comen 38 ¿Cuantos tortillas quedan?,Resta
pablito  tiene 12 teles y le dan 73 teles ¿Cuantos tienen entre los dos?,Suma
hay 94 niños en clase y se van 86 ¿Cuantos niños quedan?,Resta
un camarero tiene 70 moviles y suma 78 moviles ¿Cuantos hay en total?,Suma
hay 95 pajaros en un arbol y se van volando 22 ¿Cuantos pajaros quedan?,Resta
una actriz tiene 13 piedras y suma 26 piedras ¿Cuantos tienen entre los dos?,Suma
jose tiene 36 sillas y con una diferencia 13 sillas ¿Cuantos tiene al final?,Resta
perro tiene 98 unidades y resta 7 unidades ¿Cuantos le queda?,Resta
Ana tiene 97 manzanas y Francisco tiene 1 papayas ¿Cuantos frutas hay en total?,Suma
hay 30 pajaros en un arbol y se van volando 9 ¿Cuantos pajaros quedan?,Resta
hay 33 niños en clase y se van 28 ¿Cuantos niños quedan?,Resta
Lucas tiene 49 balones de basquet y Cesar tiene 23 balones de rugby ¿Cuantos balones hay en total?,Suma
Francisco tiene 53 manzanas y Celeste tiene 75 peras ¿Cuantos frutas hay en total?,Suma
piloto tiene 84 teles y incluye 11 teles ¿Cuantos hay al final ?,Suma
piloto tiene 67 lapices y resta 31 lapices ¿Cuanto queda?,Resta
un actor tiene 82 moviles y le dan 86 moviles ¿Cuantos hay al final ?,Suma
Federico tiene 37 balones de tenis y Lorena tiene 4 balones de futbol ¿Cuantos balones hay en total?,Suma
jose tiene 15 unidades y añade 29 unidades ¿Cuantos hay al final ?,Suma
jose tiene 48 balones y excluye 11 balones ¿Cuantos tiene al final?,Resta
cirujano tiene 79 balones y suma 61 balones ¿Cuantos tienen entre los dos?,Suma
hay 63 tortillas en una mesa y se comen 13 ¿Cuantos tortillas quedan?,Resta
Pedro tiene 52 ciruela y Francisco tiene 46 peras ¿Cuantos frutas hay en total?,Suma
Pablo tiene 72 balones de basquet y Celeste tiene 3 balones de futbol ¿Cuantos balones hay en total?,Suma
un obrero tiene 96 piedras y incluye 63 piedras ¿Cuantos hay al final ?,Suma
ingeniero tiene 56 moviles y incluye 38 moviles ¿Cuantos hay en total?,Suma
medico tiene 35 coches y le entregan 95 coches ¿Cuantos tienen entre los dos?,Suma
Enrique tiene 21 sillas y añade 78 sillas ¿Cuantos hay en total?,Suma
un profesor tiene 36 teles y le entregan 48 teles ¿Cuantos hay en total?,Suma
Lucas tiene 73 platano y Ana tiene 40 platano ¿Cuantos frutas hay en total?,Suma
Enrique tiene 2 piedras y le dan 10 piedras ¿Cuantos hay al final ?,Suma
profesor tiene 78 moviles y le entregan 62 moviles ¿Cuantos hay en total?,Suma
Roberto tiene 27 toronjas y Celeste tiene 75 coco ¿Cuantos frutas hay en total?,Suma
hay 21 tortillas en una mesa y se comen 65 ¿Cuantos tortillas quedan?,Resta
Ana tiene 64 ciruela y Pedro tiene 58 melocotones ¿Cuantos frutas hay en total?,Suma
hay 39 pajaros en un arbol y se van volando 39 ¿Cuantos pajaros quedan?,Resta
un mecanico tiene 35 lapices y le extraen 28 lapices ¿Cuanto queda?,Resta
hay 30 tortillas en una mesa y se comen 65 ¿Cuantos tortillas quedan?,Resta
fontanero tiene 99 canicas y con una diferencia 77 canicas ¿Cuantos le queda?,Resta
Gustavo tiene 11 coco y Celeste tiene 67 melocotones ¿Cuantos frutas hay en total?,Suma
cirujano tiene 80 carteras y le dan 86 carteras ¿Cuantos hay al final ?,Suma
Un carpitero tiene 71 sillas y incluye 71 sillas ¿Cuantos hay al final ?,Suma
un bombero tiene 83 piedras y con una diferencia 57 piedras ¿Cuantos le queda?,Resta
Lorena tiene 49 balones de basquet y Federico tiene 13 balones de rugby ¿Cuantos balones hay en total?,Suma
paloma tiene 80 teles y incluye 92 teles ¿Cuantos hay al final ?,Suma
hay 48 tortillas en una mesa y se comen 57 ¿Cuantos tortillas quedan?,Resta
Un carpitero tiene 84 coches y incluye 1 coches ¿Cuantos hay al final ?,Suma
hay 81 niños en clase y se van 58 ¿Cuantos niños quedan?,Resta
perro tiene 36 pajaros y resta 12 pajaros ¿Cuanto queda?,Resta
piloto tiene 27 frutas y le entregan 18 frutas ¿Cuantos hay en total?,Suma
un obrero tiene 48 frutas y le entregan 15 frutas ¿Cuantos tienen entre los dos?,Suma
paloma tiene 56 mesas y le quitan 34 mesas ¿Cuantos le queda?,Resta
Celeste tiene 39 balones de futbol y Lucas tiene 100 balones de futbol ¿Cuantos balones hay en total?,Suma
cirujano tiene 63 piedras y le extraen 60 piedras ¿Cuantos le queda?,Resta
un actor tiene 86 moviles y resta 25 moviles ¿Cuanto queda?,Resta
cirujano tiene 25 frutas y le entregan 88 frutas ¿Cuantos hay al final ?,Suma
paloma tiene 89 relojes y le dan 11 relojes ¿Cuantos hay en total?,Suma
Una azafata tiene 43 frutas y suma 48 frutas ¿Cuantos hay en total?,Suma
un profesor tiene 69 piedras y con una diferencia 14 piedras ¿Cuantos le queda?,Resta
un policia tiene 49 piedras y le extraen 28 piedras ¿Cuanto queda?,Resta
hay 16 pajaros en un arbol y se van volando 18 ¿Cuantos pajaros quedan?,Resta
Enrique tiene 80 carteras y le extraen 56 carteras ¿Cuantos le queda?,Resta
Roberto tiene 35 balones de tenis y Pablo tiene 29 balones de rugby ¿Cuantos balones hay en total?,Suma
un camarero tiene 50 coches y le entregan 66 coches ¿Cuantos tienen entre los dos?,Suma
un obrero tiene 48 sillas y con una diferencia 1 sillas ¿Cuanto queda?,Resta
Gustavo tiene 83 balones de voley y Pablo tiene 22 balones de voley ¿Cuantos balones hay en total?,Suma
Pablo tiene 31 balones de rugby y Julio tiene 48 balones de basquet ¿Cuantos balones hay en total?,Suma
hay 21 niños en clase y se van 89 ¿Cuantos niños quedan?,Resta
jose tiene 83 animales y le quitan 82 animales ¿Cuantos tiene al final?,Resta
un bombero tiene 71 mesas y le entregan 9 mesas ¿Cuantos tienen entre los dos?,Suma
medico tiene 64 pajaros y con una diferencia 4 pajaros ¿Cuanto queda?,Resta
un camarero tiene 77 teles y excluye 61 teles ¿Cuantos le queda?,Resta
un obrero tiene 63 pajaros y le entregan 22 pajaros ¿Cuantos hay en total?,Suma
Enrique tiene 21 piedras y le entregan 42 piedras ¿Cuantos tienen entre los dos?,Suma
hay 74 niños en clase y se van 89 ¿Cuantos niños quedan?,Resta
hay 56 pajaros en un arbol y se van volando 64 ¿Cuantos pajaros quedan?,Resta
Enrique tiene 100 moviles y le extraen 24 moviles ¿Cuanto queda?,Resta
Juan tiene 3 toronjas y Lorena tiene 5 papayas ¿Cuantos frutas hay en total?,Suma
una actriz tiene 97 coches y con una diferencia 84 coches ¿Cuanto queda?,Resta
un albañil tiene 28 moviles y le extraen 16 moviles ¿Cuanto queda?,Resta
un obrero tiene 94 piedras y le extraen 2 piedras ¿Cuantos tiene al final?,Resta
Gustavo tiene 72 uvas y Lorena tiene 87 ciruela ¿Cuantos frutas hay en total?,Suma
un camarero tiene 77 piedras y le dan 31 piedras ¿Cuantos hay al final ?,Suma
Julio tiene 82 balones de tenis y Ana tiene 59 balones de rugby ¿Cuantos balones hay en total?,Suma
Francisco tiene 5 coco y Federico tiene 8 ciruela ¿Cuantos frutas hay en total?,Suma
Gustavo tiene 5 toronjas y Juan tiene 97 melocotones ¿Cuantos frutas hay en total?,Suma
hay 45 tortillas en una mesa y se comen 85 ¿Cuantos tortillas quedan?,Resta
Pedro tiene 47 papayas y Lucas tiene 25 papayas ¿Cuantos frutas hay en total?,Suma
hay 1 pajaros en un arbol y se van volando 71 ¿Cuantos pajaros quedan?,Resta
Una azafata tiene 49 mesas y con una diferencia 43 mesas ¿Cuanto queda?,Resta
Gustavo tiene 81 uvas y Cesar tiene 98 ciruela ¿Cuantos frutas hay en total?,Suma
Juan tiene 10 ciruela y Julio tiene 26 ciruela ¿Cuantos frutas hay en total?,Suma
un bombero tiene 92 carteras y le dan 84 carteras ¿Cuantos hay al final ?,Suma
perro tiene 84 animales y le extraen 28 animales ¿Cuantos tiene al final?,Resta
hay 70 niños en clase y se van 31 ¿Cuantos niños quedan?,Resta
hay 34 pajaros en un arbol y se van volando 25 ¿Cuantos pajaros quedan?,Resta
Una azafata tiene 37 animales y le dan 91 animales ¿Cuantos hay en total?,Suma
Una azafata tiene 66 teles y resta 52 teles ¿Cuanto queda?,Resta
cirujano tiene 52 teles y suma 24 teles ¿Cuantos hay en total?,Suma
Lucas tiene 32 platano y Pablo tiene 6 peras ¿Cuantos frutas hay en total?,Suma
un mecanico tiene 99 animales y le quitan 56 animales ¿Cuantos le queda?,Resta
hay 92 niños en clase y se van 29 ¿Cuantos niños quedan?,Resta
un bombero tiene 74 piedras y le entregan 48 piedras ¿Cuantos tienen entre los dos?,Suma
pablito  tiene 70 sillas y resta 6 sillas ¿Cuanto queda?,Resta
Una azafata tiene 18 relojes y resta 9 relojes ¿Cuantos le queda?,Resta
cirujano tiene 93 carteras y suma 92 carteras ¿Cuantos hay al final ?,Suma
medico tiene 96 canicas y resta 41 canicas ¿Cuantos tiene al final?,Resta
Ana tiene 10 balones de tenis y Pedro tiene 3 balones de basquet ¿Cuantos balones hay en total?,Suma
Pedro tiene 95 coco y Pablo tiene 85 toronjas ¿Cuantos frutas hay en total?,Suma
medico tiene 84 frutas y le quitan 40 frutas ¿Cuantos le queda?,Resta
ingeniero tiene 81 animales y le quitan 25 animales ¿Cuanto queda?,Resta
hay 83 niños en clase y se van 40 ¿Cuantos niños quedan?,Resta
un actor tiene 62 coches y añade 75 coches ¿Cuantos hay en total?,Suma
paloma tiene 92 coches y suma 41 coches ¿Cuantos hay en total?,Suma
un cirujano tiene 77 relojes y añade 85 relojes ¿Cuantos hay al final ?,Suma
profesor tiene 54 teles y resta 11 teles ¿Cuantos le queda?,Resta
un camarero tiene 96 sillas y le quitan 11 sillas ¿Cuantos tiene al final?,Resta
Gustavo tiene 4 balones de tenis y Lucas tiene 99 balones de voley ¿Cuantos balones hay en total?,Suma
hay 72 pajaros en un arbol y se van volando 18 ¿Cuantos pajaros quedan?,Resta
un camarero tiene 51 frutas y incluye 90 frutas ¿Cuantos hay al final ?,Suma
jose tiene 51 teles y suma 91 teles ¿Cuantos hay en total?,Suma
un obrero tiene 60 sillas y le dan 94 sillas ¿Cuantos hay al final ?,Suma
hay 41 niños en clase y se van 64 ¿Cuantos niños quedan?,Resta
hay 67 pajaros en un arbol y se van volando 46 ¿Cuantos pajaros quedan?,Resta
hay 20 niños en clase y se van 92 ¿Cuantos niños quedan?,Resta
jose tiene 45 piedras y le extraen 43 piedras ¿Cuantos le queda?,Resta
un cirujano tiene 45 carteras y le entregan 35 carteras ¿Cuantos hay al final ?,Suma
hay 13 tortillas en una mesa y se comen 67 ¿Cuantos tortillas quedan?,Resta
una actriz tiene 47 pajaros y le entregan 50 pajaros ¿Cuantos hay en total?,Suma
hay 1 pajaros en un arbol y se van volando 76 ¿Cuantos pajaros quedan?,Resta
programador tiene 33 moviles y incluye 88 moviles ¿Cuantos hay en total?,Suma
Federico tiene 79 balones de basquet y Ana tiene 50 balones de rugby ¿Cuantos balones hay en total?,Suma
hay 77 tortillas en una mesa y se comen 11 ¿Cuantos tortillas quedan?,Resta
un profesor tiene 65 carteras y resta 14 carteras ¿Cuantos tiene al final?,Resta
hay 81 niños en clase y se van 91 ¿Cuantos niños quedan?,Resta
hay 62 pajaros en un arbol y se van volando 39 ¿Cuantos pajaros quedan?,Resta
un bombero tiene 65 mesas y le extraen 42 mesas ¿Cuantos tiene al final?,Resta
hay 76 pajaros en un arbol y se van volando 58 ¿Cuantos pajaros quedan?,Resta
hay 66 tortillas en una mesa y se comen 90 ¿Cuantos tortillas quedan?,Resta
Julio tiene 59 balones de tenis y Francisco tiene 42 balones de rugby ¿Cuantos balones hay en total?,Suma
hay 74 tortillas en una mesa y se comen 80 ¿Cuantos tortillas quedan?,Resta
Julio tiene 62 papayas y Ana tiene 58 manzanas ¿Cuantos frutas hay en total?,Suma
un mecanico tiene 20 animales y suma 87 animales ¿Cuantos tienen entre los dos?,Suma
una actriz tiene 77 pajaros y con una diferencia 45 pajaros ¿Cuanto queda?,Resta
Gustavo tiene 69 platano y Roberto tiene 15 platano ¿Cuantos frutas hay en total?,Suma
Ana tiene 19 balones de basquet y Pablo tiene 3 balones de voley ¿Cuantos balones hay en total?,Suma
ingeniero tiene 53 moviles y le extraen 36 moviles ¿Cuantos le queda?,Resta
Pablo tiene 9 balones de voley y Roberto tiene 15 balones de basquet ¿Cuantos balones hay en total?,Suma
hay 49 tortillas en una mesa y se comen 68 ¿Cuantos tortillas quedan?,Resta
hay 76 niños en clase y se van 100 ¿Cuantos niños quedan?,Resta
un bombero tiene 28 lapices y le extraen 10 lapices ¿Cuanto queda?,Resta
un camarero tiene 8 balones y añade 38 balones ¿Cuantos hay en total?,Suma
perro tiene 82 animales y suma 34 animales ¿Cuantos hay al final ?,Suma
un albañil tiene 21 sillas y con una diferencia 10 sillas ¿Cuantos tiene al final?,Resta
programador tiene 82 teles y añade 75 teles ¿Cuantos hay en total?,Suma
un perro tiene 67 moviles y con una diferencia 29 moviles ¿Cuantos le queda?,Resta
Un carpitero tiene 70 teles y le entregan 78 teles ¿Cuantos tienen entre los dos?,Suma
hay 94 pajaros en un arbol y se van volando 92 ¿Cuantos pajaros quedan?,Resta
hay 26 pajaros en un arbol y se van volando 23 ¿Cuantos pajaros quedan?,Resta
hay 56 niños en clase y se van 80 ¿Cuantos niños quedan?,Resta
Juan tiene 49 manzanas y Federico tiene 87 platano ¿Cuantos frutas hay en total?,Suma
hay 75 tortillas en una mesa y se comen 58 ¿Cuantos tortillas quedan?,Resta
hay 40 pajaros en un arbol y se van volando 66 ¿Cuantos pajaros quedan?,Resta
Una azafata tiene 93 teles y le extraen 88 teles ¿Cuanto queda?,Resta
Julio tiene 8 coco y Celeste tiene 58 platano ¿Cuantos frutas hay en total?,Suma
hay 49 tortillas en una mesa y se comen 40 ¿Cuantos tortillas quedan?,Resta
hay 93 tortillas en una mesa y se comen 4 ¿Cuantos tortillas quedan?,Resta
un policia tiene 65 carteras y suma 87 carteras ¿Cuantos hay en total?,Suma
hay 44 niños en clase y se van 42 ¿Cuantos niños quedan?,Resta
hay 25 niños en clase y se van 29 ¿Cuantos niños quedan?,Resta
Pablo tiene 14 toronjas y Pedro tiene 42 coco ¿Cuantos frutas hay en total?,Suma
un obrero tiene 82 balones y incluye 55 balones ¿Cuantos hay al final ?,Suma
una actriz tiene 87 lapices y suma 76 lapices ¿Cuantos tienen entre los dos?,Suma
Lucas tiene 66 melocotones y Juan tiene 9 ciruela ¿Cuantos frutas hay en total?,Suma
Un carpitero tiene 59 balones y incluye 35 balones ¿Cuantos hay en total?,Suma
hay 84 niños en clase y se van 7 ¿Cuantos niños quedan?,Resta
un mecanico tiene 36 coches y le entregan 72 coches ¿Cuantos hay en total?,Suma
un cirujano tiene 67 balones y suma 92 balones ¿Cuantos hay en total?,Suma
hay 27 pajaros en un arbol y se van volando 67 ¿Cuantos pajaros quedan?,Resta
perro tiene 96 unidades y resta 53 unidades ¿Cuantos le queda?,Resta
Federico tiene 32 balones de futbol y Roberto tiene 81 balones de rugby ¿Cuantos balones hay en total?,Suma
fontanero tiene 60 relojes y resta 35 relojes ¿Cuanto queda?,Resta
hay 17 tortillas en una mesa y se comen 12 ¿Cuantos tortillas quedan?,Resta
cirujano tiene 85 balones y le extraen 55 balones ¿Cuantos tiene al final?,Resta
un obrero tiene 89 lapices y excluye 83 lapices ¿Cuantos tiene al final?,Resta
hay 76 tortillas en una mesa y se comen 46 ¿Cuantos tortillas quedan?,Resta
Juan tiene 15 ciruela y Pedro tiene 55 melocotones ¿Cuantos frutas hay en total?,Suma
paloma tiene 26 sillas y le entregan 92 sillas ¿Cuantos tienen entre los dos?,Suma
hay 44 pajaros en un arbol y se van volando 67 ¿Cuantos pajaros quedan?,Resta
Ana tiene 85 balones de voley y Juan tiene 24 balones de voley ¿Cuantos balones hay en total?,Suma
hay 60 pajaros en un arbol y se van volando 63 ¿Cuantos pajaros quedan?,Resta
Juan tiene 46 uvas y Celeste tiene 15 toronjas ¿Cuantos frutas hay en total?,Suma
hay 22 niños en clase y se van 64 ¿Cuantos niños quedan?,Resta
Lorena tiene 20 sandias y Ana tiene 21 peras ¿Cuantos frutas hay en total?,Suma
hay 20 tortillas en una mesa y se comen 1 ¿Cuantos tortillas quedan?,Resta
un cirujano tiene 72 animales y con una diferencia 58 animales ¿Cuantos tiene al final?,Resta
un mecanico tiene 61 teles y resta 9 teles ¿Cuantos le queda?,Resta
cirujano tiene 92 piedras y le extraen 67 piedras ¿Cuantos tiene al final?,Resta
Enrique tiene 87 piedras y excluye 8 piedras ¿Cuantos le queda?,Resta
Gustavo tiene 4 balones de voley y Roberto tiene 89 balones de rugby ¿Cuantos balones hay en total?,Suma
Federico tiene 76 balones de futbol y Julio tiene 51 balones de voley ¿Cuantos balones hay en total?,Suma
un mecanico tiene 46 coches y resta 33 coches ¿Cuanto queda?,Resta
hay 48 pajaros en un arbol y se van volando 82 ¿Cuantos pajaros quedan?,Resta
hay 12 niños en clase y se van 94 ¿Cuantos niños quedan?,Resta
un camarero tiene 89 piedras y con una diferencia 77 piedras ¿Cuantos le queda?,Resta
un obrero tiene 58 teles y incluye 47 teles ¿Cuantos tienen entre los dos?,Suma
una actriz tiene 23 canicas y incluye 38 canicas ¿Cuantos hay en total?,Suma
hay 97 niños en clase y se van 97 ¿Cuantos niños quedan?,Resta
ingeniero tiene 30 unidades y incluye 45 unidades ¿Cuantos hay al final ?,Suma
hay 11 pajaros en un arbol y se van volando 14 ¿Cuantos pajaros quedan?,Resta
un bombero tiene 79 moviles y le extraen 47 moviles ¿Cuanto queda?,Resta
hay 91 niños en clase y se van 97 ¿Cuantos niños quedan?,Resta
Francisco tiene 40 balones de futbol y Lucas tiene 1 balones de voley ¿Cuantos balones hay en total?,Suma
Federico tiene 52 balones de futbol y Celeste tiene 18 balones de rugby ¿Cuantos balones hay en total?,Suma
hay 7 pajaros en un arbol y se van volando 4 ¿Cuantos pajaros quedan?,Resta
programador tiene 56 sillas y con una diferencia 55 sillas ¿Cuantos tiene al final?,Resta
Lorena tiene 75 uvas y Gustavo tiene 2 platano ¿Cuantos frutas hay en total?,Suma
hay 14 pajaros en un arbol y se van volando 89 ¿Cuantos pajaros quedan?,Resta
hay 37 tortillas en una mesa y se comen 41 ¿Cuantos tortillas quedan?,Resta
un cirujano tiene 61 lapices y le entregan 69 lapices ¿Cuantos hay en total?,Suma
un obrero tiene 73 moviles y resta 69 moviles ¿Cuanto queda?,Resta
Francisco tiene 86 melocotones y Julio tiene 88 manzanas ¿Cuantos frutas hay en total?,Suma
Lorena tiene 65 manzanas y Roberto tiene 62 coco ¿Cuantos frutas hay en total?,Suma
ingeniero tiene 79 animales y suma 42 animales ¿Cuantos tienen entre los dos?,Suma
un albañil tiene 17 piedras y le entregan 69 piedras ¿Cuantos tienen entre los dos?,Suma
hay 55 pajaros en un arbol y se van volando 2 ¿Cuantos pajaros quedan?,Resta
programador tiene 63 mesas y con una diferencia 3 mesas ¿Cuantos tiene al final?,Resta
Una azafata tiene 9 carteras y con una diferencia 5 carteras ¿Cuantos le queda?,Resta
un mecanico tiene 86 lapices y le extraen 29 lapices ¿Cuanto queda?,Resta
profesor tiene 14 pajaros y le entregan 68 pajaros ¿Cuantos tienen entre los dos?,Suma
hay 10 niños en clase y se van 6 ¿Cuantos niños quedan?,Resta
un policia tiene 47 relojes y con una diferencia 23 relojes ¿Cuantos tiene al final?,Resta
cirujano tiene 74 teles y le extraen 26 teles ¿Cuantos tiene al final?,Resta
un camarero tiene 83 moviles y suma 59 moviles ¿Cuantos hay en total?,Suma
Roberto tiene 23 balones de rugby y Francisco tiene 28 balones de rugby ¿Cuantos balones hay en total?,Suma
un actor tiene 86 lapices y resta 3 lapices ¿Cuantos le queda?,Resta
Una azafata tiene 33 piedras y le extraen 31 piedras ¿Cuantos le queda?,Resta
Una azafata tiene 29 mesas y añade 24 mesas ¿Cuantos hay en total?,Suma
medico tiene 93 coches y añade 65 coches ¿Cuantos tienen entre los dos?,Suma
Ana tiene 43 balones de futbol y Federico tiene 15 balones de rugby ¿Cuantos balones hay en total?,Suma
hay 59 niños en clase y se van 75 ¿Cuantos niños quedan?,Resta
un mecanico tiene 27 lapices y le quitan 8 lapices ¿Cuantos le queda?,Resta
Lucas tiene 9 balones de rugby y Pedro tiene 17 balones de voley ¿Cuantos balones hay en total?,Suma
Juan tiene 8 balones de basquet y Federico tiene 2 balones de rugby ¿Cuantos balones hay en total?,Suma
Pedro tiene 6 peras y Lorena tiene 37 papayas ¿Cuantos frutas hay en total?,Suma
Pablo tiene 49 balones de basquet y Gustavo tiene 31 balones de voley ¿Cuantos balones hay en total?,Suma
hay 99 pajaros en un arbol y se van volando 8 ¿Cuantos pajaros quedan?,Resta
piloto tiene 45 canicas y le entregan 55 canicas ¿Cuantos hay al final ?,Suma
piloto tiene 75 pajaros y con una diferencia 19 pajaros ¿Cuanto queda?,Resta
Gustavo tiene 26 balones de basquet y Federico tiene 22 balones de futbol ¿Cuantos balones hay en total?,Suma
hay 42 pajaros en un arbol y se van volando 26 ¿Cuantos pajaros quedan?,Resta
Un carpitero tiene 39 pajaros y suma 98 pajaros ¿Cuantos hay al final ?,Suma
Celeste tiene 15 peras y Pablo tiene 32 sandias ¿Cuantos frutas hay en total?,Suma
pablito  tiene 87 balones y con una diferencia 54 balones ¿Cuanto queda?,Resta
hay 89 tortillas en una mesa y se comen 16 ¿Cuantos tortillas quedan?,Resta
Lucas tiene 29 melocotones y Pablo tiene 51 sandias ¿Cuantos frutas hay en total?,Suma
un policia tiene 48 teles y excluye 38 teles ¿Cuanto queda?,Resta
hay 67 tortillas en una mesa y se comen 51 ¿Cuantos tortillas quedan?,Resta
Enrique tiene 98 teles y añade 100 teles ¿Cuantos hay al final ?,Suma
Julio tiene 93 platano y Federico tiene 66 manzanas ¿Cuantos frutas hay en total?,Suma
medico tiene 82 teles y añade 98 teles ¿Cuantos tienen entre los dos?,Suma
piloto tiene 79 carteras y excluye 48 carteras ¿Cuanto queda?,Resta
un obrero tiene 93 sillas y le extraen 57 sillas ¿Cuantos tiene al final?,Resta
hay 34 pajaros en un arbol y se van volando 4 ¿Cuantos pajaros quedan?,Resta
un policia tiene 47 coches y resta 5 coches ¿Cuantos tiene al final?,Resta
perro tiene 90 frutas y con una diferencia 41 frutas ¿Cuanto queda?,Resta
cirujano tiene 6 coches y resta 6 coches ¿Cuantos le queda?,Resta
hay 53 pajaros en un arbol y se van volando 8 ¿Cuantos pajaros quedan?,Resta
cirujano tiene 63 teles y le dan 83 teles ¿Cuantos hay al final ?,Suma
Enrique tiene 79 carteras y excluye 40 carteras ¿Cuantos tiene al final?,Resta
hay 31 tortillas en una mesa y se comen 19 ¿Cuantos tortillas quedan?,Resta
Julio tiene 38 balones de rugby y Cesar tiene 44 balones de basquet ¿Cuantos balones hay en total?,Suma
hay 7 tortillas en una mesa y se comen 93 ¿Cuantos tortillas quedan?,Resta
hay 48 pajaros en un arbol y se van volando 90 ¿Cuantos pajaros quedan?,Resta
perro tiene 39 relojes y le entregan 24 relojes ¿Cuantos hay en total?,Suma
hay 58 pajaros en un arbol y se van volando 74 ¿Cuantos pajaros quedan?,Resta
un mecanico tiene 55 mesas y añade 1 mesas ¿Cuantos hay en total?,Suma
hay 16 tortillas en una mesa y se comen 14 ¿Cuantos tortillas quedan?,Resta
Enrique tiene 48 sillas y le extraen 6 sillas ¿Cuantos tiene al final?,Resta
Lorena tiene 55 balones de rugby y Ana tiene 97 balones de rugby ¿Cuantos balones hay en total?,Suma
Federico tiene 62 balones de tenis y Cesar tiene 13 balones de futbol ¿Cuantos balones hay en total?,Suma
un bombero tiene 94 canicas y le quitan 47 canicas ¿Cuantos le queda?,Resta
ingeniero tiene 24 sillas y suma 95 sillas ¿Cuantos tienen entre los dos?,Suma
hay 24 tortillas en una mesa y se comen 58 ¿Cuantos tortillas quedan?,Resta
Julio tiene 91 balones de tenis y Roberto tiene 39 balones de voley ¿Cuantos balones hay en total?,Suma
Lucas tiene 96 melocotones y Celeste tiene 92 papayas ¿Cuantos frutas hay en total?,Suma
un obrero tiene 58 pajaros y con una diferencia 7 pajaros ¿Cuanto queda?,Resta
hay 88 niños en clase y se van 67 ¿Cuantos niños quedan?,Resta
medico tiene 53 lapices y le entregan 15 lapices ¿Cuantos hay en total?,Suma
hay 49 pajaros en un arbol y se van volando 62 ¿Cuantos pajaros quedan?,Resta
perro tiene 75 balones y con una diferencia 61 balones ¿Cuantos tiene al final?,Resta
un mecanico tiene 65 mesas y le quitan 20 mesas ¿Cuanto queda?,Resta
cirujano tiene 92 carteras y excluye 90 carteras ¿Cuantos tiene al final?,Resta
hay 54 niños en clase y se van 56 ¿Cuantos niños quedan?,Resta
Ana tiene 81 peras y Julio tiene 66 uvas ¿Cuantos frutas hay en total?,Suma
medico tiene 63 frutas y incluye 30 frutas ¿Cuantos hay al final ?,Suma
profesor tiene 83 coches y con una diferencia 35 coches ¿Cuantos tiene al final?,Resta
hay 43 tortillas en una mesa y se comen 93 ¿Cuantos tortillas quedan?,Resta
Lucas tiene 66 balones de rugby y Julio tiene 12 balones de tenis ¿Cuantos balones hay en total?,Suma
piloto tiene 100 lapices y suma 4 lapices ¿Cuantos tienen entre los dos?,Suma
Gustavo tiene 49 platano y Francisco tiene 35 ciruela ¿Cuantos frutas hay en total?,Suma
Lorena tiene 60 papayas y Celeste tiene 93 melocotones ¿Cuantos frutas hay en total?,Suma
un bombero tiene 6 balones y le dan 80 balones ¿Cuantos tienen entre los dos?,Suma
fontanero tiene 57 piedras y le entregan 78 piedras ¿Cuantos tienen entre los dos?,Suma
Gustavo tiene 43 peras y Francisco tiene 59 manzanas ¿Cuantos frutas hay en total?,Suma
medico tiene 8 animales y resta 6 animales ¿Cuantos tiene al final?,Resta
una actriz tiene 54 unidades y resta 11 unidades ¿Cuantos le queda?,Resta
Ana tiene 5 balones de tenis y Pedro tiene 2 balones de futbol ¿Cuantos balones hay en total?,Suma
Un carpitero tiene 93 animales y con una diferencia 38 animales ¿Cuantos tiene al final?,Resta
un actor tiene 94 teles y resta 91 teles ¿Cuanto queda?,Resta
Juan tiene 59 balones de tenis y Ana tiene 76 balones de rugby ¿Cuantos balones hay en total?,Suma
un perro tiene 91 animales y le quitan 15 animales ¿Cuanto queda?,Resta
Un carpitero tiene 36 teles y incluye 3 teles ¿Cuantos hay al final ?,Suma
una actriz tiene 91 teles y excluye 86 teles ¿Cuanto queda?,Resta
programador tiene 100 balones y le quitan 6 balones ¿Cuanto queda?,Resta
un policia tiene 7 piedras y suma 42 piedras ¿Cuantos hay al final ?,Suma
un camarero tiene 93 moviles y incluye 49 moviles ¿Cuantos hay al final ?,Suma
