Problema,Tipo
Ana tiene 69 papayas y Federico tiene 10 papayas ¿Cuantos frutas hay en total?,Suma
Roberto tiene 15 balones de rugby y Celeste tiene 3 balones de voley ¿Cuantos balones hay en total?,Suma
Julio tiene 4 balones de voley y Lorena tiene 35 balones de voley ¿Cuantos balones hay en total?,Suma
perro tiene 5 relojes y añade 85 relojes ¿Cuantos tienen entre los dos?,Suma
medico tiene 99 mesas y excluye 17 mesas ¿Cuanto queda?,Resta
piloto tiene 51 teles y suma 37 teles ¿Cuantos hay en total?,Suma
cirujano tiene 95 relojes y añade 55 relojes ¿Cuantos hay al final ?,Suma
hay 5 pajaros en un arbol y se van volando 61 ¿Cuantos pajaros quedan?,Resta
hay 56 tortillas en una mesa y se comen 13 ¿Cuantos tortillas quedan?,Resta
hay 96 tortillas en una mesa y se comen 71 ¿Cuantos tortillas quedan?,Resta
un bombero tiene 81 frutas y resta 28 frutas ¿Cuanto queda?,Resta
un policia tiene 60 carteras y excluye 49 carteras ¿Cuantos le queda?,Resta
un cirujano tiene 90 mesas y incluye 90 mesas ¿Cuantos tienen entre los dos?,Suma
perro tiene 22 lapices y con una diferencia 8 lapices ¿Cuantos tiene al final?,Resta
perro tiene 45 moviles y le extraen 27 moviles ¿Cuantos tiene al final?,Resta
paloma tiene 78 coches y excluye 26 coches ¿Cuanto queda?,Resta
hay 17 niños en clase y se van 8 ¿Cuantos niños quedan?,Resta
una actriz tiene 34 piedras y le dan 40 piedras ¿Cuantos hay en total?,Suma
perro tiene 60 coches y le extraen 3 coches ¿Cuanto queda?,Resta
hay 24 pajaros en un arbol y se van volando 17 ¿Cuantos pajaros quedan?,Resta
profesor tiene 61 balones y resta 34 balones ¿Cuanto queda?,Resta
Lorena tiene 9 balones de tenis y Julio tiene 34 balones de basquet ¿Cuantos balones hay en total?,Suma
Pedro tiene 30 balones de futbol y Federico tiene 93 balones de rugby ¿Cuantos balones hay en total?,Suma
hay 72 niños en clase y se van 70 ¿Cuantos niños quedan?,Resta
hay 11 tortillas en una mesa y se comen 6 ¿Cuantos tortillas quedan?,Resta
un camarero tiene 93 moviles y le quitan 78 moviles ¿Cuantos le queda?,Resta
programador tiene 78 carteras y añade 46 carteras ¿Cuantos hay en total?,Suma
Pablo tiene 13 balones de futbol y Federico tiene 15 balones de basquet ¿Cuantos balones hay en total?,Suma
cirujano tiene 4 unidades y excluye 2 unidades ¿Cuanto queda?,Resta
un obrero tiene 58 lapices y excluye 43 lapices ¿Cuantos le queda?,Resta
hay 72 niños en clase y se van 45 ¿Cuantos niños quedan?,Resta
Lucas tiene 80 balones de tenis y Federico tiene 29 balones de voley ¿Cuantos balones hay en total?,Suma
un profesor tiene 9 sillas y le entregan 5 sillas ¿Cuantos hay al final ?,Suma
profesor tiene 47 unidades y le extraen 4 unidades ¿Cuanto queda?,Resta
profesor tiene 85 lapices y le entregan 36 lapices ¿Cuantos hay en total?,Suma
Federico tiene 11 ciruela y Lucas tiene 32 sandias ¿Cuantos frutas hay en total?,Suma
hay 13 tortillas en una mesa y se comen 74 ¿Cuantos tortillas quedan?,Resta
un cirujano tiene 42 canicas y le quitan 11 canicas ¿Cuantos le queda?,Resta
hay 38 pajaros en un arbol y se van volando 42 ¿Cuantos pajaros quedan?,Resta
un actor tiene 50 animales y resta 21 animales ¿Cuantos le queda?,Resta
profesor tiene 36 teles y añade 36 teles ¿Cuantos hay al final ?,Suma
una actriz tiene 52 pajaros y añade 7 pajaros ¿Cuantos hay al final ?,Suma
Roberto tiene 70 balones de basquet y Francisco tiene 45 balones de voley ¿Cuantos balones hay en total?,Suma
un perro tiene 76 unidades y le entregan 52 unidades ¿Cuantos hay al final ?,Suma
Roberto tiene 53 manzanas y Celeste tiene 91 peras ¿Cuantos frutas hay en total?,Suma
paloma tiene 82 animales y añade 43 animales ¿Cuantos hay al final ?,Suma
Gustavo tiene 86 balones de voley y Juan tiene 76 balones de rugby ¿Cuantos balones hay en total?,Suma
hay 73 tortillas en una mesa y se comen 52 ¿Cuantos tortillas quedan?,Resta
hay 56 tortillas en una mesa y se comen 13 ¿Cuantos tortillas quedan?,Resta
Roberto tiene 70 balones de tenis y Ana tiene 72 balones de rugby ¿Cuantos balones hay en total?,Suma
Julio tiene 97 balones de tenis y Francisco tiene 35 balones de tenis ¿Cuantos balones hay en total?,Suma
Juan tiene 34 balones de basquet y Roberto tiene 26 balones de futbol ¿Cuantos balones hay en total?,Suma
paloma tiene 24 moviles y incluye 25 moviles ¿Cuantos tienen entre los dos?,Suma
hay 99 tortillas en una mesa y se comen 27 ¿Cuantos tortillas quedan?,Resta
cirujano tiene 30 coches y resta 4 coches ¿Cuantos le queda?,Resta
perro tiene 37 carteras y le dan 44 carteras ¿Cuantos hay en total?,Suma
Enrique tiene 72 frutas y excluye 6 frutas ¿Cuanto queda?,Resta
ingeniero tiene 71 unidades y con una diferencia 48 unidades ¿Cuanto queda?,Resta
hay 47 niños en clase y se van 35 ¿Cuantos niños quedan?,Resta
Roberto tiene 99 balones de voley y Federico tiene 36 balones de futbol ¿Cuantos balones hay en total?,Suma
Enrique tiene 34 moviles y suma 95 moviles ¿Cuantos hay en total?,Suma
Lucas tiene 76 balones de futbol y Pedro tiene 91 balones de voley ¿Cuantos balones hay en total?,Suma
fontanero tiene 75 relojes y incluye 40 relojes ¿Cuantos hay al final ?,Suma
un actor tiene 59 moviles y le entregan 84 moviles ¿Cuantos hay en total?,Suma
Juan tiene 47 uvas y Gustavo tiene 72 ciruela ¿Cuantos frutas hay en total?,Suma
piloto tiene 97 animales y con una diferencia 83 animales ¿Cuantos tiene al final?,Resta
un albañil tiene 15 frutas y le dan 72 frutas ¿Cuantos hay al final ?,Suma
una actriz tiene 36 mesas y le entregan 49 mesas ¿Cuantos hay al final ?,Suma
Celeste tiene 6 platano y Francisco tiene 79 melocotones ¿Cuantos frutas hay en total?,Suma
hay 91 tortillas en una mesa y se comen 43 ¿Cuantos tortillas quedan?,Resta
hay 80 pajaros en un arbol y se van volando 49 ¿Cuantos pajaros quedan?,Resta
un obrero tiene 13 unidades y con una diferencia 11 unidades ¿Cuantos le queda?,Resta
Lucas tiene 43 ciruela y Roberto tiene 50 toronjas ¿Cuantos frutas hay en total?,Suma
un camarero tiene 64 sillas y le quitan 10 sillas ¿Cuantos le queda?,Resta
un mecanico tiene 20 carteras y suma 31 carteras ¿Cuantos hay en total?,Suma
paloma tiene 26 teles y excluye 7 teles ¿Cuantos le queda?,Resta
Pedro tiene 37 uvas y Julio tiene 32 platano ¿Cuantos frutas hay en total?,Suma
hay 95 niños en clase y se van 31 ¿Cuantos niños quedan?,Resta
Enrique tiene 98 frutas y excluye 36 frutas ¿Cuanto queda?,Resta
Federico tiene 22 manzanas y Roberto tiene 63 toronjas ¿Cuantos frutas hay en total?,Suma
Pedro tiene 1 balones de tenis y Gustavo tiene 84 balones de basquet ¿Cuantos balones hay en total?,Suma
un obrero tiene 85 balones y suma 77 balones ¿Cuantos hay al final ?,Suma
Juan tiene 14 toronjas y Lorena tiene 87 toronjas ¿Cuantos frutas hay en total?,Suma
fontanero tiene 79 relojes y suma 49 relojes ¿Cuantos tienen entre los dos?,Suma
un obrero tiene 58 balones y le dan 62 balones ¿Cuantos tienen entre los dos?,Suma
hay 90 pajaros en un arbol y se van volando 37 ¿Cuantos pajaros quedan?,Resta
hay 5 niños en clase y se van 19 ¿Cuantos niños quedan?,Resta
un perro tiene 77 canicas y le quitan 57 canicas ¿Cuanto queda?,Resta
piloto tiene 56 teles y le dan 80 teles ¿Cuantos hay en total?,Suma
Enrique tiene 78 pajaros y con una diferencia 64 pajaros ¿Cuantos tiene al final?,Resta
paloma tiene 53 frutas y con una diferencia 24 frutas ¿Cuanto queda?,Resta
un profesor tiene 87 coches y resta 26 coches ¿Cuantos tiene al final?,Resta
fontanero tiene 21 sillas y le entregan 95 sillas ¿Cuantos hay en total?,Suma
programador tiene 86 unidades y incluye 77 unidades ¿Cuantos hay al final ?,Suma
un perro tiene 61 sillas y con una diferencia 35 sillas ¿Cuantos tiene al final?,Resta
hay 4 pajaros en un arbol y se van volando 5 ¿Cuantos pajaros quedan?,Resta
un obrero tiene 81 relojes y le quitan 65 relojes ¿Cuanto queda?,Resta
hay 36 tortillas en una mesa y se comen 49 ¿Cuantos tortillas quedan?,Resta
hay 47 tortillas en una mesa y se comen 56 ¿Cuantos tortillas quedan?,Resta
Juan tiene 18 balones de tenis y Lucas tiene 11 balones de tenis ¿Cuantos balones hay en total?,Suma
Pablo tiene 89 melocotones y Roberto tiene 6 manzanas ¿Cuantos frutas hay en total?,Suma
una actriz tiene 99 carteras y excluye 48 carteras ¿Cuantos le queda?,Resta
un albañil tiene 90 carteras y le quitan 81 carteras ¿Cuantos le queda?,Resta
Un carpitero tiene 96 unidades y le extraen 32 unidades ¿Cuantos tiene al final?,Resta
un perro tiene 75 canicas y le dan 74 canicas ¿Cuantos tienen entre los dos?,Suma
perro tiene 99 mesas y le entregan 61 mesas ¿Cuantos hay al final ?,Suma
Federico tiene 31 balones de basquet y Pablo tiene 87 balones de rugby ¿Cuantos balones hay en total?,Suma
hay 63 niños en clase y se van 50 ¿Cuantos niños quedan?,Resta
ingeniero tiene 40 animales y añade 29 animales ¿Cuantos hay al final ?,Suma
piloto tiene 5 coches y incluye 47 coches ¿Cuantos hay al final ?,Suma
un cirujano tiene 57 moviles y suma 17 moviles ¿Cuantos tienen entre los dos?,Suma
Julio tiene 36 coco y Gustavo tiene 74 manzanas ¿Cuantos frutas hay en total?,Suma
Roberto tiene 51 toronjas y Pedro tiene 38 toronjas ¿Cuantos frutas hay en total?,Suma
profesor tiene 92 piedras y excluye 39 piedras ¿Cuanto queda?,Resta
perro tiene 1 unidades y añade 77 unidades ¿Cuantos hay al final ?,Suma
Enrique tiene 77 coches y con una diferencia 72 coches ¿Cuantos tiene al final?,Resta
un albañil tiene 10 lapices y suma 87 lapices ¿Cuantos hay en total?,Suma
Lucas tiene 33 balones de tenis y Federico tiene 80 balones de tenis ¿Cuantos balones hay en total?,Suma
paloma tiene 41 mesas y añade 28 mesas ¿Cuantos hay al final ?,Suma
pablito  tiene 8 frutas y suma 59 frutas ¿Cuantos hay al final ?,Suma
Pablo tiene 96 melocotones y Pedro tiene 23 toronjas ¿Cuantos frutas hay en total?,Suma
una actriz tiene 84 unidades y le entregan 60 unidades ¿Cuantos hay al final ?,Suma
Celeste tiene 50 uvas y Julio tiene 34 ciruela ¿Cuantos frutas hay en total?,Suma
profesor tiene 53 piedras y resta 3 piedras ¿Cuantos le queda?,Resta
Un carpitero tiene 75 carteras y le entregan 66 carteras ¿Cuantos tienen entre los dos?,Suma
pablito  tiene 42 lapices y incluye 15 lapices ¿Cuantos hay en total?,Suma
Celeste tiene 12 uvas y Lucas tiene 8 coco ¿Cuantos frutas hay en total?,Suma
Francisco tiene 60 uvas y Juan tiene 36 coco ¿Cuantos frutas hay en total?,Suma
un bombero tiene 54 mesas y suma 91 mesas ¿Cuantos hay en total?,Suma
hay 29 tortillas en una mesa y se comen 1 ¿Cuantos tortillas quedan?,Resta
Lorena tiene 15 balones de futbol y Lucas tiene 25 balones de voley ¿Cuantos balones hay en total?,Suma
hay 80 tortillas en una mesa y se comen 14 ¿Cuantos tortillas quedan?,Resta
una actriz tiene 14 unidades y con una diferencia 3 unidades ¿Cuantos le queda?,Resta
un albañil tiene 27 carteras y le quitan 24 carteras ¿Cuanto queda?,Resta
Lorena tiene 45 balones de basquet y Federico tiene 38 balones de basquet ¿Cuantos balones hay en total?,Suma
un cirujano tiene 7 frutas y le entregan 1 frutas ¿Cuantos hay al final ?,Suma
pablito  tiene 82 balones y excluye 19 balones ¿Cuanto queda?,Resta
Lucas tiene 27 balones de rugby y Roberto tiene 17 balones de basquet ¿Cuantos balones hay en total?,Suma
pablito  tiene 86 coches y suma 62 coches ¿Cuantos tienen entre los dos?,Suma
Roberto tiene 50 peras y Pablo tiene 49 coco ¿Cuantos frutas hay en total?,Suma
paloma tiene 21 sillas y añade 45 sillas ¿Cuantos hay en total?,Suma
medico tiene 68 moviles y le quitan 37 moviles ¿Cuanto queda?,Resta
paloma tiene 38 relojes y suma 49 relojes ¿Cuantos hay en total?,Suma
Celeste tiene 23 balones de rugby y Lucas tiene 35 balones de tenis ¿Cuantos balones hay en total?,Suma
Lorena tiene 18 balones de rugby y Federico tiene 90 balones de tenis ¿Cuantos balones hay en total?,Suma
programador tiene 58 coches y con una diferencia 38 coches ¿Cuantos tiene al final?,Resta
una actriz tiene 22 frutas y excluye 8 frutas ¿Cuantos le queda?,Resta
Pablo tiene 63 balones de futbol y Roberto tiene 97 balones de futbol ¿Cuantos balones hay en total?,Suma
paloma tiene 29 moviles y le dan 66 moviles ¿Cuantos tienen entre los dos?,Suma
un camarero tiene 94 canicas y le entregan 50 canicas ¿Cuantos hay al final ?,Suma
Enrique tiene 92 coches y suma 35 coches ¿Cuantos tienen entre los dos?,Suma
hay 20 pajaros en un arbol y se van volando 13 ¿Cuantos pajaros quedan?,Resta
Ana tiene 93 uvas y Juan tiene 59 ciruela ¿Cuantos frutas hay en total?,Suma
una actriz tiene 14 unidades y le entregan 26 unidades ¿Cuantos hay en total?,Suma
un cirujano tiene 47 piedras y añade 45 piedras ¿Cuantos hay al final ?,Suma
un actor tiene 74 coches y le quitan 62 coches ¿Cuanto queda?,Resta
hay 83 pajaros en un arbol y se van volando 34 ¿Cuantos pajaros quedan?,Resta
un cirujano tiene 61 teles y incluye 100 teles ¿Cuantos hay en total?,Suma
hay 65 tortillas en una mesa y se comen 92 ¿Cuantos tortillas quedan?,Resta
hay 52 niños en clase y se van 58 ¿Cuantos niños quedan?,Resta
Julio tiene 9 balones de tenis y Ana tiene 25 balones de basquet ¿Cuantos balones hay en total?,Suma
Gustavo tiene 42 balones de futbol y Roberto tiene 68 balones de futbol ¿Cuantos balones hay en total?,Suma
un obrero tiene 51 sillas y le quitan 25 sillas ¿Cuantos le queda?,Resta
Juan tiene 61 papayas y Ana tiene 65 uvas ¿Cuantos frutas hay en total?,Suma
hay 48 niños en clase y se van 99 ¿Cuantos niños quedan?,Resta
un actor tiene 92 lapices y le extraen 4 lapices ¿Cuantos le queda?,Resta
un albañil tiene 79 relojes y añade 88 relojes ¿Cuantos hay al final ?,Suma
Julio tiene 2 balones de voley y Juan tiene 87 balones de voley ¿Cuantos balones hay en total?,Suma
Enrique tiene 79 moviles y le extraen 32 moviles ¿Cuanto queda?,Resta
pablito  tiene 62 sillas y excluye 19 sillas ¿Cuantos tiene al final?,Resta
un mecanico tiene 100 canicas y le extraen 20 canicas ¿Cuantos tiene al final?,Resta
jose tiene 31 canicas y añade 41 canicas ¿Cuantos hay al final ?,Suma
Lucas tiene 91 balones de futbol y Juan tiene 31 balones de basquet ¿Cuantos balones hay en total?,Suma
un bombero tiene 61 unidades y con una diferencia 49 unidades ¿Cuantos tiene al final?,Resta
hay 60 niños en clase y se van 47 ¿Cuantos niños quedan?,Resta
Julio tiene 17 sandias y Cesar tiene 24 manzanas ¿Cuantos frutas hay en total?,Suma
Lucas tiene 76 balones de voley y Ana tiene 79 balones de voley ¿Cuantos balones hay en total?,Suma
Cesar tiene 39 manzanas y Julio tiene 88 uvas ¿Cuantos frutas hay en total?,Suma
un bombero tiene 83 relojes y suma 67 relojes ¿Cuantos tienen entre los dos?,Suma
medico tiene 100 lapices y con una diferencia 23 lapices ¿Cuantos tiene al final?,Resta
Gustavo tiene 25 balones de rugby y Lucas tiene 55 balones de rugby ¿Cuantos balones hay en total?,Suma
Ana tiene 28 balones de futbol y Julio tiene 37 balones de tenis ¿Cuantos balones hay en total?,Suma
un camarero tiene 28 frutas y con una diferencia 21 frutas ¿Cuanto queda?,Resta
pablito  tiene 85 relojes y suma 26 relojes ¿Cuantos tienen entre los dos?,Suma
piloto tiene 32 balones y le dan 26 balones ¿Cuantos hay al final ?,Suma
un perro tiene 56 teles y excluye 4 teles ¿Cuanto queda?,Resta
un albañil tiene 90 coches y añade 96 coches ¿Cuantos hay en total?,Suma
fontanero tiene 73 mesas y le entregan 61 mesas ¿Cuantos tienen entre los dos?,Suma
hay 63 pajaros en un arbol y se van volando 84 ¿Cuantos pajaros quedan?,Resta
perro tiene 57 frutas y suma 43 frutas ¿Cuantos tienen entre los dos?,Suma
un bombero tiene 72 frutas y le entregan 98 frutas ¿Cuantos hay al final ?,Suma
profesor tiene 57 sillas y suma 47 sillas ¿Cuantos hay al final ?,Suma
hay 42 pajaros en un arbol y se van volando 22 ¿Cuantos pajaros quedan?,Resta
hay 90 niños en clase y se van 16 ¿Cuantos niños quedan?,Resta
un obrero tiene 12 frutas y incluye 61 frutas ¿Cuantos hay al final ?,Suma
Gustavo tiene 47 balones de tenis y Lucas tiene 13 balones de basquet ¿Cuantos balones hay en total?,Suma
una actriz tiene 47 canicas y le extraen 26 canicas ¿Cuanto queda?,Resta
un obrero tiene 96 balones y resta 80 balones ¿Cuantos le queda?,Resta
un obrero tiene 3 coches y añade 71 coches ¿Cuantos hay al final ?,Suma
Lucas tiene 7 melocotones y Ana tiene 25 sandias ¿Cuantos frutas hay en total?,Suma
un actor tiene 64 frutas y suma 24 frutas ¿Cuantos hay en total?,Suma
Roberto tiene 62 toronjas y Julio tiene 68 coco ¿Cuantos frutas hay en total?,Suma
Gustavo tiene 92 sandias y Julio tiene 90 toronjas ¿Cuantos frutas hay en total?,Suma
hay 11 niños en clase y se van 83 ¿Cuantos niños quedan?,Resta
un cirujano tiene 40 piedras y excluye 12 piedras ¿Cuanto queda?,Resta
Un carpitero tiene 83 animales y le dan 43 animales ¿Cuantos hay al final ?,Suma
Lucas tiene 63 papayas y Lorena tiene 97 toronjas ¿Cuantos frutas hay en total?,Suma
Pablo tiene 71 peras y Celeste tiene 86 papayas ¿Cuantos frutas hay en total?,Suma
Celeste tiene 81 balones de basquet y Julio tiene 55 balones de basquet ¿Cuantos balones hay en total?,Suma
una actriz tiene 62 carteras y le quitan 58 carteras ¿Cuantos le queda?,Resta
hay 23 niños en clase y se van 25 ¿Cuantos niños quedan?,Resta
pablito  tiene 53 canicas y añade 59 canicas ¿Cuantos hay en total?,Suma
hay 79 tortillas en una mesa y se comen 43 ¿Cuantos tortillas quedan?,Resta
un mecanico tiene 75 sillas y excluye 44 sillas ¿Cuantos le queda?,Resta
hay 66 pajaros en un arbol y se van volando 66 ¿Cuantos pajaros quedan?,Resta
un mecanico tiene 100 carteras y incluye 51 carteras ¿Cuantos tienen entre los dos?,Suma
hay 65 tortillas en una mesa y se comen 39 ¿Cuantos tortillas quedan?,Resta
ingeniero tiene 77 canicas y con una diferencia 74 canicas ¿Cuantos tiene al final?,Resta
hay 29 niños en clase y se van 95 ¿Cuantos niños quedan?,Resta
pablito  tiene 63 balones y excluye 44 balones ¿Cuantos le queda?,Resta
hay 3 tortillas en una mesa y se comen 88 ¿Cuantos tortillas quedan?,Resta
hay 47 pajaros en un arbol y se van volando 68 ¿Cuantos pajaros quedan?,Resta
un obrero tiene 96 pajaros y excluye 73 pajaros ¿Cuantos le queda?,Resta
Federico tiene 56 peras y Julio tiene 67 papayas ¿Cuantos frutas hay en total?,Suma
Celeste tiene 21 balones de tenis y Francisco tiene 52 balones de tenis ¿Cuantos balones hay en total?,Suma
hay 23 niños en clase y se van 49 ¿Cuantos niños quedan?,Resta
ingeniero tiene 58 balones y le dan 94 balones ¿Cuantos hay al final ?,Suma
Roberto tiene 17 balones de rugby y Cesar tiene 14 balones de futbol ¿Cuantos balones hay en total?,Suma
un actor tiene 63 frutas y le quitan 10 frutas ¿Cuantos le queda?,Resta
hay 96 niños en clase y se van 16 ¿Cuantos niños quedan?,Resta
Pablo tiene 71 ciruela y Julio tiene 35 peras ¿Cuantos frutas hay en total?,Suma
cirujano tiene 38 animales y añade 85 animales ¿Cuantos hay en total?,Suma
medico tiene 4 relojes y incluye 47 relojes ¿Cuantos hay en total?,Suma
cirujano tiene 2 canicas y le entregan 92 canicas ¿Cuantos hay al final ?,Suma
programador tiene 85 teles y le dan 51 teles ¿Cuantos hay al final ?,Suma
Francisco tiene 18 balones de voley y Pedro tiene 29 balones de voley ¿Cuantos balones hay en total?,Suma
un camarero tiene 37 canicas y le dan 50 canicas ¿Cuantos hay al final ?,Suma
Roberto tiene 32 balones de tenis y Julio tiene 25 balones de rugby ¿Cuantos balones hay en total?,Suma
un actor tiene 70 piedras y le quitan 14 piedras ¿Cuantos le queda?,Resta
Ana tiene 28 coco y Gustavo tiene 96 papayas ¿Cuantos frutas hay en total?,Suma
hay 53 tortillas en una mesa y se comen 1 ¿Cuantos tortillas quedan?,Resta
un actor tiene 52 lapices y le quitan 4 lapices ¿Cuantos tiene al final?,Resta
ingeniero tiene 97 carteras y excluye 93 carteras ¿Cuanto queda?,Resta
jose tiene 19 teles y le entregan 56 teles ¿Cuantos hay en total?,Suma
Pedro tiene 6 balones de voley y Lucas tiene 74 balones de voley ¿Cuantos balones hay en total?,Suma
hay 76 niños en clase y se van 56 ¿Cuantos niños quedan?,Resta
Celeste tiene 15 balones de rugby y Juan tiene 33 balones de tenis ¿Cuantos balones hay en total?,Suma
un policia tiene 94 teles y le quitan 9 teles ¿Cuantos tiene al final?,Resta
hay 7 niños en clase y se van 45 ¿Cuantos niños quedan?,Resta
hay 30 niños en clase y se van 30 ¿Cuantos niños quedan?,Resta
una actriz tiene 82 canicas y le extraen 62 canicas ¿Cuantos le queda?,Resta
un camarero tiene 3 carteras y excluye 1 carteras ¿Cuanto queda?,Resta
Julio tiene 19 manzanas y Federico tiene 21 sandias ¿Cuantos frutas hay en total?,Suma
perro tiene 36 lapices y suma 80 lapices ¿Cuantos tienen entre los dos?,Suma
pablito  tiene 54 moviles y le entregan 37 moviles ¿Cuantos hay en total?,Suma
hay 41 tortillas en una mesa y se comen 41 ¿Cuantos tortillas quedan?,Resta
Cesar tiene 66 balones de basquet y Lucas tiene 42 balones de tenis ¿Cuantos balones hay en total?,Suma
un albañil tiene 90 piedras y con una diferencia 61 piedras ¿Cuantos tiene al final?,Resta
Julio tiene 8 balones de voley y Celeste tiene 71 balones de basquet ¿Cuantos balones hay en total?,Suma
perro tiene 68 lapices y le entregan 56 lapices ¿Cuantos hay al final ?,Suma
un profesor tiene 19 frutas y añade 100 frutas ¿Cuantos hay en total?,Suma
Roberto tiene 84 balones de basquet y Francisco tiene 83 balones de basquet ¿Cuantos balones hay en total?,Suma
un albañil tiene 1 unidades y incluye 65 unidades ¿Cuantos tienen entre los dos?,Suma
un obrero tiene 71 frutas y le entregan 4 frutas ¿Cuantos hay al final ?,Suma
medico tiene 17 animales y resta 5 animales ¿Cuanto queda?,Resta
Ana tiene 11 manzanas y Julio tiene 56 peras ¿Cuantos frutas hay en total?,Suma
Pedro tiene 20 manzanas y Lorena tiene 90 ciruela ¿Cuantos frutas hay en total?,Suma
Enrique tiene 59 frutas y le entregan 57 frutas ¿Cuantos hay al final ?,Suma
Celeste tiene 67 balones de basquet y Pedro tiene 44 balones de basquet ¿Cuantos balones hay en total?,Suma
un cirujano tiene 90 balones y con una diferencia 48 balones ¿Cuantos le queda?,Resta
Pedro tiene 50 toronjas y Roberto tiene 54 melocotones ¿Cuantos frutas hay en total?,Suma
medico tiene 97 lapices y añade 94 lapices ¿Cuantos tienen entre los dos?,Suma
un cirujano tiene 62 unidades y con una diferencia 44 unidades ¿Cuantos tiene al final?,Resta
hay 91 niños en clase y se van 28 ¿Cuantos niños quedan?,Resta
Un carpitero tiene 98 carteras y suma 81 carteras ¿Cuantos hay al final ?,Suma
hay 93 pajaros en un arbol y se van volando 83 ¿Cuantos pajaros quedan?,Resta
un profesor tiene 26 moviles y incluye 39 moviles ¿Cuantos hay en total?,Suma
perro tiene 83 carteras y excluye 29 carteras ¿Cuantos le queda?,Resta
un perro tiene 17 balones y resta 11 balones ¿Cuantos le queda?,Resta
Roberto tiene 69 balones de rugby y Juan tiene 33 balones de futbol ¿Cuantos balones hay en total?,Suma
paloma tiene 34 frutas y añade 100 frutas ¿Cuantos tienen entre los dos?,Suma
hay 88 niños en clase y se van 21 ¿Cuantos niños quedan?,Resta
perro tiene 80 pajaros y le dan 6 pajaros ¿Cuantos tienen entre los dos?,Suma
programador tiene 27 mesas y le dan 18 mesas ¿Cuantos hay al final ?,Suma
hay 46 tortillas en una mesa y se comen 56 ¿Cuantos tortillas quedan?,Resta
jose tiene 42 piedras y suma 66 piedras ¿Cuantos tienen entre los dos?,Suma
Francisco tiene 86 balones de tenis y Ana tiene 49 balones de tenis ¿Cuantos balones hay en total?,Suma
Una azafata tiene 53 mesas y le extraen 29 mesas ¿Cuantos le queda?,Resta
hay 34 tortillas en una mesa y se comen 80 ¿Cuantos tortillas quedan?,Resta
paloma tiene 80 balones y resta 11 balones ¿Cuantos le queda?,Resta
medico tiene 15 piedras y con una diferencia 8 piedras ¿Cuantos le queda?,Resta
un policia tiene 100 relojes y excluye 61 relojes ¿Cuantos tiene al final?,Resta
un perro tiene 70 canicas y resta 38 canicas ¿Cuantos le queda?,Resta
paloma tiene 67 sillas y le dan 76 sillas ¿Cuantos tienen entre los dos?,Suma
profesor tiene 50 teles y excluye 50 teles ¿Cuanto queda?,Resta
jose tiene 59 pajaros y resta 43 pajaros ¿Cuantos tiene al final?,Resta
programador tiene 49 sillas y con una diferencia 28 sillas ¿Cuantos le queda?,Resta
Lucas tiene 98 uvas y Julio tiene 31 platano ¿Cuantos frutas hay en total?,Suma
hay 28 tortillas en una mesa y se comen 25 ¿Cuantos tortillas quedan?,Resta
un albañil tiene 25 sillas y le entregan 96 sillas ¿Cuantos tienen entre los dos?,Suma
hay 99 tortillas en una mesa y se comen 54 ¿Cuantos tortillas quedan?,Resta
hay 78 tortillas en una mesa y se comen 43 ¿Cuantos tortillas quedan?,Resta
profesor tiene 23 pajaros y le extraen 6 pajaros ¿Cuanto queda?,Resta
jose tiene 97 balones y le dan 6 balones ¿Cuantos hay al final ?,Suma
Lorena tiene 55 balones de futbol y Pedro tiene 48 balones de tenis ¿Cuantos balones hay en total?,Suma
Cesar tiene 36 coco y Celeste tiene 98 manzanas ¿Cuantos frutas hay en total?,Suma
un mecanico tiene 61 balones y añade 46 balones ¿Cuantos tienen entre los dos?,Suma
un obrero tiene 59 lapices y añade 49 lapices ¿Cuantos hay en total?,Suma
Ana tiene 96 toronjas y Pedro tiene 70 platano ¿Cuantos frutas hay en total?,Suma
hay 71 tortillas en una mesa y se comen 55 ¿Cuantos tortillas quedan?,Resta
un obrero tiene 69 teles y resta 8 teles ¿Cuantos tiene al final?,Resta
hay 57 tortillas en una mesa y se comen 81 ¿Cuantos tortillas quedan?,Resta
hay 50 pajaros en un arbol y se van volando 83 ¿Cuantos pajaros quedan?,Resta
un mecanico tiene 79 pajaros y le entregan 94 pajaros ¿Cuantos hay al final ?,Suma
jose tiene 71 moviles y le entregan 10 moviles ¿Cuantos tienen entre los dos?,Suma
Juan tiene 5 manzanas y Pablo tiene 98 manzanas ¿Cuantos frutas hay en total?,Suma
un albañil tiene 79 balones y resta 35 balones ¿Cuantos tiene al final?,Resta
un mecanico tiene 79 frutas y le extraen 61 frutas ¿Cuantos le queda?,Resta
un bombero tiene 66 moviles y resta 48 moviles ¿Cuantos le queda?,Resta
hay 9 niños en clase y se van 70 ¿Cuantos niños quedan?,Resta
un perro tiene 69 sillas y resta 66 sillas ¿Cuantos tiene al final?,Resta
Cesar tiene 38 balones de futbol y Celeste tiene 53 balones de voley ¿Cuantos balones hay en total?,Suma
Roberto tiene 89 sandias y Gustavo tiene 33 manzanas ¿Cuantos frutas hay en total?,Suma
hay 20 tortillas en una mesa y se comen 40 ¿Cuantos tortillas quedan?,Resta
